Date,Well,Oil_Rate,Water_Rate,Gas_Rate
2023-09-01,A-01,39.30480853924756,15.738078925880124,18.099020220864006
2023-10-01,A-01,42.95272634050998,16.971440156225455,17.741416315500842
2023-11-01,A-01,37.16321369458805,16.699803730425057,14.616334794578945
2023-12-01,A-01,36.0957871810555,15.974152933916034,18.7959625792312
2018-04-01,A-02,43.63154622625553,19.67532915548179,20.58012123183307
2018-05-01,A-02,46.266998657980466,22.30764026375001,17.185782891269103
2018-06-01,A-02,34.8412798084543,24.00092014864517,19.744593325392277
2018-07-01,A-02,49.22309484814061,21.08190057772722,17.803420922355862
2018-08-01,A-02,42.654175625146465,17.770684880824838,18.441446624097157
2018-09-01,A-02,38.10796685447965,19.323639747988423,17.476221867922355
2018-10-01,A-02,42.778019842856835,18.56622917238858,23.839836046124162
2018-11-01,A-02,36.878620210376155,19.99588773116499,23.37060202971297
2018-12-01,A-02,31.95843523544987,26.743304319016293,17.56039672490808
2019-01-01,A-02,41.2307942904323,19.710383156695237,15.542100878784908
2019-02-01,A-02,31.374324407190976,19.542638426346883,18.063458987389343
2019-03-01,A-02,37.42994263427203,22.227877952455852,19.1256514933595
2019-04-01,A-02,37.552137160288346,22.78687856684866,20.297586164838634
2019-05-01,A-02,39.26469143434673,19.399760458799076,16.563232829693014
2019-06-01,A-02,44.44429321339531,19.172483428212075,18.04497889909872
2019-07-01,A-02,37.38485822486351,22.926358869215203,18.720777531266048
2019-08-01,A-02,32.81583414783277,19.041040480401033,20.191012466656627
2019-09-01,A-02,29.574997051986717,23.932406928124017,21.226200014847024
2019-10-01,A-02,31.98229385280619,25.204850404540817,18.176599227634416
2019-11-01,A-02,24.31160396993247,22.344285906856392,18.881388688966457
2019-12-01,A-02,36.56003182347646,21.544785215403074,17.21955758259522
2020-01-01,A-02,26.84137051803959,26.00860235322975,14.039933876173091
2020-02-01,A-02,30.477414918680026,25.16434304827082,21.282655270337365
2020-03-01,A-02,26.92824893929376,22.195461822288305,17.848798665425498
2020-04-01,A-02,29.254234921809747,26.55649228004674,17.524214722262833
2020-05-01,A-02,32.42559102608326,22.2459672373832,16.723753711883024
2020-06-01,A-02,28.21449349942763,28.015729232745088,20.009655654007677
2020-07-01,A-02,28.401765988129437,21.97790921543777,19.177705760061336
2020-08-01,A-02,36.6251748969045,25.04121503468116,17.34472937388524
2020-09-01,A-02,29.267985179098055,26.64004052439254,22.17744662155837
2020-10-01,A-02,35.41254160596225,25.2556269351522,16.381210596356897
2020-11-01,A-02,34.39658535049517,25.135433094654175,17.39556150417321
2020-12-01,A-02,35.00449542474521,23.25265123456526,22.333724625254245
2021-01-01,A-02,29.016670231410103,24.5145797190743,16.452397781681167
2021-02-01,A-02,31.507337509377003,30.67874878113183,17.04741405024759
2021-03-01,A-02,33.86331527839909,26.030342163070546,16.27464217019685
2021-04-01,A-02,28.907475556263762,23.62662061008448,16.85169840124752
2021-05-01,A-02,34.5670508645742,25.219214163598867,19.03340968219224
2021-06-01,A-02,32.307394346375176,27.890755845822312,19.319061295613157
2021-07-01,A-02,30.535946997238586,31.139470186116153,15.26366935058307
2021-08-01,A-02,32.083430552528725,26.41172938120463,20.596759138896196
2021-09-01,A-02,25.381607430323513,25.99182301169316,16.817576264077566
2021-10-01,A-02,29.87468734728879,21.836195753654703,18.076334997430777
2021-11-01,A-02,38.89917182389315,28.69520525773204,20.780385670503744
2021-12-01,A-02,28.337698836790473,28.17844026214745,18.22467226069864
2022-01-01,A-02,20.314686481748105,27.981320644114483,19.7888423109874
2022-02-01,A-02,27.66382748073338,26.96331037350052,18.078186444308738
2022-03-01,A-02,25.69061722993223,26.098637629247918,14.067125807104029
2022-04-01,A-02,24.380325308456904,27.788890194257945,18.279200193466522
2022-05-01,A-02,23.310091264835094,27.18297137143811,17.457908419281722
2022-06-01,A-02,39.04871018008451,27.173364119192648,14.689579921451337
2022-07-01,A-02,24.549618569260815,24.653426532483156,17.56373763244701
2022-08-01,A-02,18.98350977561424,29.255706302899,16.72548757956713
2022-09-01,A-02,25.710545622829695,22.439376884991802,16.244572875072684
2022-10-01,A-02,32.48268094123546,25.419049431460273,21.52848019356971
2022-11-01,A-02,24.32928568057612,34.02749467091455,16.451307026337243
2022-12-01,A-02,33.3056028697583,30.130057652827695,15.775836040095509
2023-01-01,A-02,26.87109788231637,32.462766042174195,15.006830675909395
2023-02-01,A-02,24.178301697098632,29.481202617508956,19.258984690272904
2023-03-01,A-02,26.528802836123518,32.91240128086602,15.459541762221082
2023-04-01,A-02,28.415487899417954,29.77202162568198,18.13285498229444
2023-05-01,A-02,20.869053259059058,30.828682661496508,23.434846144811804
2023-06-01,A-02,23.607838713217358,33.915573331383705,17.056063849069474
2023-07-01,A-02,33.05002145886989,32.57556864918242,18.60024016826631
2023-08-01,A-02,22.891847594590796,32.59688355001342,19.459119744331915
2023-09-01,A-02,22.521289967027332,29.125495148874784,17.443525616883647
2023-10-01,A-02,19.383033680012957,24.98010297902412,17.31235556689592
2023-11-01,A-02,19.9553841052359,27.028373605320297,14.499371226588417
2023-12-01,A-02,30.95361510794787,29.29451913972086,16.394081931322106
2018-01-01,A-03,33.71818405566006,19.65800238797439,14.021273609140625
2018-02-01,A-03,43.47669431982158,17.82070690676951,19.413026303508673
2018-03-01,A-03,35.296062386651776,22.122594436535596,17.084248106296744
2018-04-01,A-03,43.64057331937573,23.913322132492997,17.309909989387865
2018-05-01,A-03,43.464992478079196,17.042471527465747,15.402343289350082
2018-06-01,A-03,42.9376659292776,23.48727213222418,18.67324312305841
2018-07-01,A-03,37.59046502212848,16.582438956990458,21.93248497684274
2018-08-01,A-03,36.42381547711019,20.637353651617758,15.049980172569486
2018-09-01,A-03,38.56764303885899,22.327087451500883,18.702898039595564
2018-10-01,A-03,38.868068097368976,21.60694660064336,18.840978607641567
2018-11-01,A-03,36.70392196216814,20.618335307533737,20.58470577150657
2018-12-01,A-03,33.54302647899641,23.347310576657694,16.762981026539975
2019-01-01,A-03,39.33464935710378,17.521201994397476,19.367820544564147
2019-02-01,A-03,38.25353041278763,22.57033063427486,16.400397597623684
2019-03-01,A-03,35.87098279144682,22.727347742788815,19.319008312087064
2019-04-01,A-03,38.316016455976566,22.113165935923345,18.18945008245407
2019-05-01,A-03,44.70317876589882,21.429195362742004,21.01692296987185
2019-06-01,A-03,38.8306726971538,19.663695071433818,21.036332588806413
2019-07-01,A-03,36.09987823080527,22.81055420156315,15.67075972189065
2019-08-01,A-03,29.7350356204314,22.19457651209388,19.037436950904947
2019-09-01,A-03,35.834513583015784,23.012499430073238,16.716948954591647
2019-10-01,A-03,35.19180757208637,26.096077674461867,15.839151805093195
2019-11-01,A-03,33.641640723215936,28.085550568704857,20.85153303311085
2019-12-01,A-03,32.95694476944381,19.18715377996322,16.729068009962297
2020-01-01,A-03,32.42361085959833,22.678828295137773,19.312985573859415
2020-02-01,A-03,33.86177121185118,21.66533356923778,15.419291265517685
2020-03-01,A-03,29.07230012655541,20.325403688198968,19.24568911069345
2020-04-01,A-03,35.5854100211619,21.92435379993475,20.029327439813446
2020-05-01,A-03,35.53495452490125,24.628719167001,17.49736933943631
2020-06-01,A-03,28.725110381197997,27.192927636553208,21.10961781534661
2020-07-01,A-03,32.12043502015062,27.328384810254242,17.33054627690057
2020-08-01,A-03,26.648355596701354,21.11602557571029,21.718853540752637
2020-09-01,A-03,29.321297130216777,21.009768842237815,17.926489543495144
2020-10-01,A-03,28.380162128582974,24.86188991160548,19.504933084182
2020-11-01,A-03,40.110505339497266,26.759667471193968,20.933482424885597
2020-12-01,A-03,28.789952286131985,31.06437483061256,16.524176086625605
2021-01-01,A-03,29.77954736607547,28.431317258257394,20.70271363636424
2021-02-01,A-03,33.13915690194043,24.733839298791974,17.113081194620566
2021-03-01,A-03,23.745816458416883,28.60037492143815,17.96997457270161
2021-04-01,A-03,26.89457475859348,27.73597603962711,17.95100251873505
2021-05-01,A-03,20.88821899125751,24.62603847446333,15.575704375495096
2021-06-01,A-03,28.970926237224827,25.082077177422498,19.72811656795609
2021-07-01,A-03,33.266539853413065,24.797529512320054,15.011531276564813
2021-08-01,A-03,34.837950246220416,31.18489819568837,17.041437502452847
2021-09-01,A-03,29.52628200903964,29.025575779837492,17.967776845164384
2021-10-01,A-03,18.56342267488965,29.60157774336198,17.89080575844234
2021-11-01,A-03,30.420762518985732,28.983375389302516,15.164615045250176
2021-12-01,A-03,27.411251609211398,33.66718206655035,17.12568408387522
2022-01-01,A-03,32.995085253286526,20.53222361146247,16.501524780182542
2022-02-01,A-03,27.29427890526843,26.520673942753977,21.781945894349047
2022-03-01,A-03,21.218774901067647,24.66035646963479,16.853713676403046
2022-04-01,A-03,22.775471781088704,30.59206883126094,16.605164401002327
2022-05-01,A-03,29.494646510931904,27.72758003081527,20.652611947655096
2022-06-01,A-03,28.16784716202447,27.210272746582817,20.77899764949676
2022-07-01,A-03,22.296432512425568,25.816596830232758,20.624045702381444
2022-08-01,A-03,23.786111717281013,31.24158702340523,19.306359867457296
2022-09-01,A-03,22.89337495527548,28.428860729986127,18.255287285286112
2022-10-01,A-03,16.091365414008916,28.732614172968887,16.61910942936733
2022-11-01,A-03,28.206275211504874,31.6213876204407,15.819871527550081
2022-12-01,A-03,28.018031831726255,30.959293305760703,16.156045138190272
2023-01-01,A-03,37.93536646564339,28.547382568974612,17.252760367295252
2023-02-01,A-03,34.665204867880476,31.939528330528887,17.94245036240052
2023-03-01,A-03,29.829738106683223,28.43706453817147,18.095542639996665
2023-04-01,A-03,24.344890568466212,30.4892346401547,14.49854400749994
2023-05-01,A-03,31.72447201237276,36.065835590256036,19.121208607912152
2023-06-01,A-03,20.098042259257657,32.06156184780048,16.08634282238564
2023-07-01,A-03,28.725244572382934,36.10898042436109,13.87337882710102
2023-08-01,A-03,21.301291971656415,30.24392754162742,19.386288814405233
2023-09-01,A-03,34.794201922801065,27.69318338879245,18.458666029767492
2023-10-01,A-03,24.617531840112953,27.49960334434982,20.18264399656731
2023-11-01,A-03,21.63708713687363,23.274414406249605,17.092362837890207
2023-12-01,A-03,25.690800287620164,34.03497780592963,18.43521351956872
2018-11-01,A-04,80.9218002309807,8.784109030728777,25.28933054893777
2018-12-01,A-04,83.06023713240013,9.04589349008322,25.06586400858401
2019-01-01,A-04,83.6257354117182,8.87999853728584,25.922331482006427
2019-02-01,A-04,80.57763050198021,7.8038289891041055,25.172121280000944
2019-03-01,A-04,79.98231754559507,8.629741636400793,25.011827334855763
2019-04-01,A-04,80.10795922376748,7.297214544779366,24.96121870498522
2019-05-01,A-04,88.2003741879085,9.046821485889476,25.703506050830615
2019-06-01,A-04,80.1427600586964,9.181475679721137,25.884171802025612
2019-07-01,A-04,73.04867310073877,10.280084594779343,23.622452242852898
2019-08-01,A-04,79.70875482835791,8.321672293972957,23.96184343574429
2019-09-01,A-04,81.57966794990602,7.17647079420823,26.341799697783586
2019-10-01,A-04,78.54140697813412,7.6477664819692235,26.075136347273002
2019-11-01,A-04,82.41588147412162,9.51664838140161,24.962766477192396
2019-12-01,A-04,78.685436181038,7.420265725963989,25.79222100244922
2020-01-01,A-04,78.72548267462032,8.685061803657632,24.864137486850492
2020-02-01,A-04,81.05841795606524,6.840978856165784,24.661769678712737
2020-03-01,A-04,81.42554989390422,8.655812495192503,25.468780618208516
2020-04-01,A-04,78.84990983712417,9.766910454793285,24.337278259099204
2020-05-01,A-04,78.84639256069575,9.533363214172645,25.393602128983776
2020-06-01,A-04,76.59314987457648,7.551314144908841,25.26914467939368
2020-07-01,A-04,79.05414978619133,7.846022126715413,24.272987281043868
2020-08-01,A-04,85.38659556226898,11.067451744733718,24.878064471992193
2020-09-01,A-04,87.08374108214954,7.382730111010696,26.443084203307322
2020-10-01,A-04,77.6410798356253,8.413850413798041,24.561444051205935
2020-11-01,A-04,82.54808792896418,7.878865667144928,25.065029451681518
2020-12-01,A-04,82.40404050638912,9.060192061166706,23.310512712176084
2021-01-01,A-04,80.60891952413665,6.905118553297772,23.593089164565633
2021-02-01,A-04,80.39192860991446,6.739150255028971,24.284323195162884
2021-03-01,A-04,75.00931177933043,7.674964972358986,25.200929624566008
2021-04-01,A-04,79.30188092149322,9.589615730209129,25.279833076912848
2021-05-01,A-04,86.09318410290989,8.607977566537654,25.204301777408595
2021-06-01,A-04,83.59209934636128,7.095392707866768,24.649748329486066
2021-07-01,A-04,80.95324560077252,7.687406360329614,24.368319882888887
2021-08-01,A-04,82.67418362845166,9.690938076142894,25.564133749512575
2021-09-01,A-04,81.42151876250799,7.812378525256071,24.883097571645266
2021-10-01,A-04,77.02338657345197,7.6765224785563895,24.82600900455193
2021-11-01,A-04,78.50564408291122,7.751062860112817,27.30700142628931
2021-12-01,A-04,75.15144736270487,8.633005259428984,24.639305001085102
2022-01-01,A-04,73.75053050867312,9.350960284415914,25.168063226747826
2022-02-01,A-04,80.88794343347082,7.923135254347232,25.14492894901895
2022-03-01,A-04,80.18660649712011,7.255920435643288,25.703453358313304
2022-04-01,A-04,82.46014570921405,7.4799879660777435,25.835055362301087
2022-05-01,A-04,80.97287318553114,8.574064893072338,24.574995459413056
2022-06-01,A-04,81.26764694107162,6.004351782702431,23.612824766876603
2022-07-01,A-04,81.31466747057156,7.835055342978371,23.14893802198697
2022-08-01,A-04,79.06860675689137,7.371030864731829,25.527827204654805
2022-09-01,A-04,73.92194791859686,9.588727058716353,25.365981863334575
2022-10-01,A-04,78.71866748094664,6.868830250816881,23.934393737861225
2022-11-01,A-04,75.88194263983432,7.948407032841514,26.003020446493778
2022-12-01,A-04,83.26690092258274,8.434150407396922,24.69894673116123
2023-01-01,A-04,77.48863360937878,7.539733324657771,25.549239302286775
2023-02-01,A-04,81.2600958793251,8.453063728174925,25.31831861170906
2023-03-01,A-04,82.80916126534338,7.763886049974483,24.712508143763042
2023-04-01,A-04,77.2801745514025,8.244429256571618,25.44900414539733
2023-05-01,A-04,76.66283510973732,7.814679968904424,25.529370763599236
2023-06-01,A-04,82.50896637020956,8.11735552921061,24.017081782697385
2023-07-01,A-04,79.30502737125663,7.126109305036175,25.503812628725154
2023-08-01,A-04,82.49347176428282,7.157046571859113,25.575970957117427
2023-09-01,A-04,80.42223384786426,8.038782406323199,25.09447730515355
2023-10-01,A-04,79.3826094416601,7.196436512065997,24.712573539639948
2023-11-01,A-04,74.91328134484132,7.560005543726538,26.321391538314654
2023-12-01,A-04,75.24909304320613,8.585262501218082,28.188234838901735
2018-10-01,A-05,40.80501336806525,6.6971922413838545,20.820894138440387
2018-11-01,A-05,51.77143809819696,13.411978403106517,20.656474679873345
2018-12-01,A-05,48.508980902071436,8.916462018811156,19.39915342649869
2019-01-01,A-05,52.54754977292855,7.592535751598288,24.677187431890466
2019-02-01,A-05,46.7551075388996,11.181821990560415,17.70872591093884
2019-03-01,A-05,54.040936790740645,14.631546810865492,19.530929969552016
2019-04-01,A-05,63.24447277629169,10.411329346129975,21.19788492883
2019-05-01,A-05,53.766786896216935,11.784843186308319,15.213382945167657
2019-06-01,A-05,40.03940355000727,13.949490763162055,19.88663720341566
2019-07-01,A-05,50.00002676383513,11.557684355131029,21.31824006309692
2019-08-01,A-05,48.38207405664936,11.263181384795518,21.121697677047262
2019-09-01,A-05,44.74477694728539,9.506243722255482,17.55843699737811
2019-10-01,A-05,44.22939481775117,19.485173527754355,16.34309641514105
2019-11-01,A-05,41.045213226744295,21.22345034100059,19.078484110619673
2019-12-01,A-05,38.02885931772307,24.70366603948039,18.51753013908964
2020-01-01,A-05,38.9144366798518,20.52455394862726,21.91848498143784
2020-02-01,A-05,46.61267394329978,23.53264783380876,20.28249549810665
2020-03-01,A-05,35.749592044293536,23.48254155059326,20.498034945721265
2020-04-01,A-05,37.20557975224093,20.206757895516485,21.60061179198803
2020-05-01,A-05,36.2462010260299,18.16349341462293,17.8926781627575
2020-06-01,A-05,37.27507267535296,15.440845719802908,20.7171442969021
2020-07-01,A-05,42.87295707029236,22.874503479066675,19.089597959814604
2020-08-01,A-05,31.551599293761505,18.38168229590483,20.58488205176069
2020-09-01,A-05,41.33742817934661,20.31038453661094,21.163309890349524
2020-10-01,A-05,36.03088316990913,32.09261712503091,20.79547172881385
2020-11-01,A-05,28.735349689225046,31.0574229602095,18.23486220272847
2020-12-01,A-05,30.190611543659298,33.03251794525705,20.37660282929321
2021-01-01,A-05,31.2588015906122,26.941250569609622,16.205328785357253
2021-02-01,A-05,30.23627940091383,31.51143927488458,17.429985543116192
2021-03-01,A-05,33.43171212075297,27.426376570676887,19.757157708579083
2021-04-01,A-05,33.431586467660054,27.068610020521106,23.004540320037414
2021-05-01,A-05,35.73499188696639,33.53009803430619,19.64338440022591
2021-06-01,A-05,24.657640873740384,25.992858869511863,19.5207082176804
2021-07-01,A-05,28.36895054525163,30.233712601481024,19.20090273072274
2021-08-01,A-05,30.51627724627285,23.449434015165984,18.73238056977343
2021-09-01,A-05,31.70759757827593,30.37657314457297,18.26597620467073
2021-10-01,A-05,24.610227949725772,22.73371270458412,20.6499927143226
2021-11-01,A-05,34.1518452365148,34.941603858878,20.85599126813762
2021-12-01,A-05,27.74493473598644,28.848635979843166,20.85496756714609
2022-01-01,A-05,37.97093662125307,29.994048338764802,22.352468426347315
2022-02-01,A-05,34.33069130054023,31.965775116910734,20.85716213485726
2022-03-01,A-05,28.973782344912753,24.873615934435136,18.962308430950774
2022-04-01,A-05,28.12713937273994,28.640788321475814,16.083778400673847
2022-05-01,A-05,30.65490697839774,25.599791384191764,19.557482948969838
2022-06-01,A-05,29.95090001099688,32.482139069517174,19.68733305259864
2022-07-01,A-05,36.60449939667425,27.265890620263363,17.982234281590628
2022-08-01,A-05,27.99622840756016,27.26357778986165,18.35864843235487
2022-09-01,A-05,35.87995326596511,32.74023384422224,21.10195535794267
2022-10-01,A-05,32.449913125271145,24.6321530694292,23.178240209690284
2022-11-01,A-05,33.24415025713251,30.590048581707194,20.21208362464145
2022-12-01,A-05,33.55548388885103,28.55790296896869,20.426794863373054
2023-01-01,A-05,23.137806597943374,33.19787111631352,17.795688788223543
2023-02-01,A-05,19.825593058173745,32.25068618682751,18.36101490162907
2023-03-01,A-05,28.997036992475532,27.073394022757505,18.89156704466559
2023-04-01,A-05,36.42678022914109,29.68736479843474,23.187983948239513
2023-05-01,A-05,37.121470794747616,26.50635147245622,19.336925971906513
2023-06-01,A-05,32.906160120842955,28.107273985959367,21.874897775757
2023-07-01,A-05,29.630593097377982,24.73328804920012,19.20315820307375
2023-08-01,A-05,23.463231637714028,31.325756715183775,21.720305898956813
2023-09-01,A-05,33.89293243417747,26.768694411608152,21.32139045903983
2023-10-01,A-05,32.85171585752334,31.869600913258665,21.024024676619437
2023-11-01,A-05,39.5373185816163,33.21813064140744,24.411792009536644
2023-12-01,A-05,29.63904055590078,32.03150680212805,19.86672265222856
2018-05-01,A-06,59.17130174362316,9.449508735372833,21.16434784970232
2018-06-01,A-06,53.12341663188358,10.502054508161486,19.684253005878908
2018-07-01,A-06,58.92198287252401,10.877380992689305,19.683909500639658
2018-08-01,A-06,53.0808789443548,11.316409814928315,22.045294720855683
2018-09-01,A-06,46.61370076212828,10.754747047551078,18.671556517424047
2018-10-01,A-06,49.77577807126688,9.756836735407063,16.36254999281992
2018-11-01,A-06,51.259199883488684,6.570027493014094,18.84636267053199
2018-12-01,A-06,51.152227177070046,11.059454024035112,20.896939558944243
2019-01-01,A-06,51.588750930114706,12.607284199369456,21.60617249111412
2019-02-01,A-06,45.23246970488395,9.178061029419784,20.466367707049578
2019-03-01,A-06,50.41592734771765,8.847433179841044,17.851975191929743
2019-04-01,A-06,48.39034876206141,8.245477470842415,20.74306462092305
2019-05-01,A-06,42.345585786955,21.55714276945446,21.595333302647592
2019-06-01,A-06,47.452261635883445,15.986177920750855,15.582307521888033
2019-07-01,A-06,34.24215723281701,17.025590928511146,24.36616110347179
2019-08-01,A-06,36.325757959257125,19.60452591944122,18.207781430291746
2019-09-01,A-06,36.57767495655637,21.111752604233402,22.061685838276937
2019-10-01,A-06,51.10934861588892,21.645329747059137,19.536703852862985
2019-11-01,A-06,48.78785916866429,18.348817182871034,19.791517449827204
2019-12-01,A-06,36.85570922435813,22.603721974148236,20.278398438454218
2020-01-01,A-06,38.269716180935504,18.33682951579374,19.276466420890237
2020-02-01,A-06,37.09013459762117,18.371118916631765,21.686339607393474
2020-03-01,A-06,38.22837411645814,15.064068224447235,22.568905514522214
2020-04-01,A-06,40.836400399538356,16.865990240661784,18.807425583364974
2020-05-01,A-06,38.39549781438417,29.735188320603754,22.27154714901688
2020-06-01,A-06,27.376903563391927,27.65484306083524,20.39813903896712
2020-07-01,A-06,39.393747791996084,29.049386292044456,19.095918122926445
2020-08-01,A-06,30.7797601416323,27.788697690139273,19.63224847328129
2020-09-01,A-06,24.1431275492073,27.95143412233616,19.967096907211484
2020-10-01,A-06,39.42333734942021,31.969836161258975,21.0493295849263
2020-11-01,A-06,35.67981564909382,29.338961500078014,22.83768021940095
2020-12-01,A-06,31.350170473779553,26.02218010839774,24.484268969981677
2021-01-01,A-06,19.303466072675377,26.755439953300787,19.466945109092375
2021-02-01,A-06,18.83058102471253,28.18525601968742,21.18862669581109
2021-03-01,A-06,28.942889305822842,32.69576463302065,18.3241610698465
2021-04-01,A-06,41.70674303906173,34.962375332072554,16.349043380240786
2021-05-01,A-06,18.286294619379127,36.1599466282428,18.124020697404656
2021-06-01,A-06,26.166008322992276,29.96648768530832,18.82686540851375
2021-07-01,A-06,28.075818233068567,31.736637929687713,21.424062504898085
2021-08-01,A-06,26.819064059220544,30.243281079406295,20.73786940108554
2021-09-01,A-06,26.730555278765397,28.03606430524534,21.582937692770447
2021-10-01,A-06,25.903249067669236,26.904955253939363,18.596593727385063
2021-11-01,A-06,35.76157484165067,29.32540506139199,24.364317706682098
2021-12-01,A-06,27.72526678362699,27.764871200105425,21.90645946438805
2022-01-01,A-06,38.646136518332156,30.707857006092713,18.506965829813193
2022-02-01,A-06,35.96769489153722,28.153567017497757,20.543567477434003
2022-03-01,A-06,31.942401360541762,32.05133682222815,18.463866402447643
2022-04-01,A-06,28.04574741925468,31.38529015206962,21.866823829674136
2022-05-01,A-06,32.83468988430027,31.599338118212376,15.813913130035857
2022-06-01,A-06,35.61155073316711,29.75092592389962,20.88700632280503
2022-07-01,A-06,35.95555700097422,28.049078795817717,20.683036686065037
2022-08-01,A-06,22.54845239527746,29.007817959165532,18.11493355224428
2022-09-01,A-06,38.35351945561547,32.46261720664063,20.236274283910834
2022-10-01,A-06,36.67537199645257,30.61652973568995,19.241296216715266
2022-11-01,A-06,33.37135500535009,27.97803328352078,25.350354636685083
2022-12-01,A-06,30.556071950739728,33.513171549820356,19.861252905342177
2023-01-01,A-06,34.82199849128522,30.424201559352085,19.551559468730037
2023-02-01,A-06,36.209252792891604,33.16974756063654,18.699566549553193
2023-03-01,A-06,25.558346330327534,30.316795910403435,22.958799681034247
2023-04-01,A-06,21.355940056793436,27.964475871756516,22.939007003288754
2023-05-01,A-06,33.53221145855682,32.05010242798381,24.678529105747625
2023-06-01,A-06,26.007196352812564,32.716882177326006,20.206801148286324
2023-07-01,A-06,24.37053836114154,30.70990337354946,20.038596163788874
